date,US-New York-New York City,Israel-,US-Arizona-Maricopa,US-New York-Nassau,China-Hong Kong,Singapore-
2020-03-12,0.233675719060827,0.542203787293454,0.00517373398729331,0.398777746207873,2.53405131453912,0.860542706195202
2020-03-19,6.04762920743292,2.21625798056199,0.0983009457585729,3.39958028642212,8.34125224369127,2.35591199892785
2020-03-26,52.5897365560263,15.3579222750871,1.43312431448025,35.2120749901552,25.8684405025868,4.76825302777014
2020-04-02,74.2123604295569,28.2217071286243,3.42501189958817,66.5260975111284,36.8493295322564,5.16325623717121
2020-04-09,93.2848710211629,21.0849497783742,3.76647834274953,95.2380952380952,18.0551156160912,12.1463486890831
2020-04-16,95.2380952380952,18.9093570818592,2.97489704269365,76.0867939764621,4.64576074332172,35.507967073661
2020-04-23,60.2070570067156,13.8600843126889,3.65265619502908,43.3870187874166,1.90053848590434,95.2380952380952
2020-04-30,57.0397350320542,7.74673661095523,5.1840814552679,37.1860248338841,0.21117094287826,70.4093220757419
2020-05-07,32.6866611803672,2.94823309340816,6.33265040044701,17.3368625163873,0.73909830007391,67.2916181729691
2020-05-14,20.3450272791002,1.3419543735513,7.25874878417251,11.4648602034763,0.73909830007391,72.7793413321483
2020-05-21,17.3834415353511,0.70486492348149,6.39473520829453,7.41726607946644,0.42234188575652,52.3943542755571
2020-05-28,13.5811311936765,1.28095644748079,5.4893317605182,6.51004670684353,1.16144018583043,48.4866439539821
2020-06-04,11.1072165157934,4.22241199354777,12.0703213923553,5.71249121442778,3.48432055749129,51.815956718934
2020-06-11,7.7316183567517,7.27908584441462,25.4495974834958,3.4593969483533,0.84468377151304,34.7743896847733
2020-06-18,6.96455240939986,9.94266194949372,40.0550485296248,2.88116921635188,1.79495301446521,29.4277391003802
2020-06-25,6.13652757881476,16.0221219145216,68.5261066616999,2.96092476559346,7.28539752929997,17.8174661954843
2020-07-02,5.43042051469617,31.4952624944085,91.1715403240827,2.63193312497196,5.17368810051737,22.2048232713319
2020-07-09,5.47613967712111,52.7157632196061,95.2380952380952,2.53223868841999,12.987012987013,15.7013775736928
2020-07-16,5.89777195281782,76.1389668306833,81.6880859253741,3.40954973007731,30.6197867173477,24.0246594860726
2020-07-23,6.27876497302569,80.8086969487482,68.77444589309,3.09052753311101,62.7177700348432,27.8195117478187
2020-07-30,5.16626535401871,81.6965556504412,65.2149169098322,3.40954973007731,95.2380952380952,38.2447750245114
2020-08-06,5.2043646560395,64.5425833299445,47.4431406634796,3.74851081435401,73.6986590645127,38.7385290362627
2020-08-13,5.73775488433052,69.557968362409,19.3808075164007,2.60202479400637,48.8860732763172,13.2890365448505
2020-08-20,5.39994107307954,66.2640803546013,15.6867614494733,3.16031363869739,30.830957660226,8.49256900212314
2020-08-27,4.70653377630122,73.224621473981,9.85078951180646,3.36967195545653,15.9434061873086,6.67273278738247
2020-09-03,5.02148800633972,95.2380952380952,12.4428302394404,4.72551629256329,8.76359412944779,4.74003851281292
